text,label,word_count,char_count
DOWN UNDER TRUCKING  Australia s Unfinished Trucking Reforms,2,9,60
"Economic Calendar Mon 11 25 19
via Econoday

Chicago Fed National Activity Index
8 30 AM ET

Dallas Fed Mfg Survey  HTTPS_URL",2,19,139
"Edelweiss Launches Bharat Bond ETF, Targets Rs 15,000 Crore",2,9,59
"EU countries back tough line on 5G suppliers in potential blow to Huawei
HTTPS_URL HTTPS_URL",2,14,120
EU goes into meeting frenzy ahead of February 20 summit on next seven year budget,2,15,81
EU governments ratchet up demands ahead of contentious talks about the bloc s post Brexit relationship with the U.K. HTTPS_URL,2,20,140
EU Toughens Negotiating Demands Before Brexit Trade Talks Start,2,9,63
Europe Braces for Trump s Tariff Carousel,2,7,41
Exclusive  France ramps up pressure to shift $200 billion euro clearing away from London   sources,2,18,98
"Exclusive  UK s Labour sticks to  basic  $20 cyber defense after attacks, emails show",2,17,85
February consumer credit up 6.4   revolving credit up 4.6   nonrevolving credit up 7.0   SAAR   HTTPS_URL,2,23,119
"FHFA to re propose capital rule for Fannie, Freddie next year",2,11,61
"Finance Ministry Working On Financial Resolution And Deposit Insurance Bill, Says Sitharaman",2,12,92
Financial Leasing Sector in Serbia   Third Quarter Report 2019  Stock  MarketScreener HTTPS_URL HTTPS_URL,2,17,133
Fiscal stimulus needed to revive India s stuttering economy  analysts,2,11,69
Flight Centre Travel   FMI Applauds Agreement on the United States Mexico Canada Agreement  FlightCentreTravel  HTTPS_URL,2,19,135
"For the first time in history, India is investing more money in solar power than fossil fuels HTTPS_URL",2,18,117
France Ready to Back Consolidation Among Car Parts Suppliers,2,9,60
France s 5G spectrum to be sold at floor price of 2.17 billion euros   minister HTTPS_URL HTTPS_URL,2,19,127
"From Farms to Silicon Valley, U.S. Businesses Stand to Gain From USMCA    Update  economy  MarketScreener  HTTPS_URL",2,22,130
Gauging Value In Mortgage REIT Preferreds. HTTPS_URL  business  investing  trading,2,13,96
Germany s Climate Targets at Risk After Underestimating Electricity Needs,2,10,73
"Global growth is projected to edge up to 2.5  in 2020, with advanced economies slowing to 1.4  and emerging market... HTTPS_URL",2,23,141
"Global health care benefit cost increases will vary widely in 2020, says Willis Towers Watson  HTTPS_URL",2,17,118
Global military spending hit a post Cold War high of $1.8 trillion in 2018. With a growing U.S. China rivalry and f  HTTPS_URL,2,24,140
Global Trade Momentum Rises for First Time in Four Months,2,10,57
Goldman is disappointed in trade deal  Tariff rollback  smaller than expected,2,13,78
"Goldman on jobs and the Fed   We do not see significant implications of today s report for monetary policy, beyond  HTTPS_URL",2,24,139
Goldman Sachs says the impact of the coronavirus will be  limited     global damage could be as low as 0.1 percenta  HTTPS_URL,2,27,140
"Good news bad news  Jobs growth continues, construction spending falters",2,11,72
GRAIN HIGHLIGHTS   Top Stories of the Day   Stock  MarketScreener HTTPS_URL HTTPS_URL,2,16,113
Greenhouse gas emissions in the U.S. are forecast to decline by a whopping 7.5  this year HTTPS_URL,2,18,113
Growing U.S. Wage Pressure Coming From Lower Paying Jobs,2,9,56
Hong Kong House Prices Stay Stubbornly High in Face of Unrest,2,11,61
House approves final part of spending package,2,7,45
House passes first part of spending package to avert shutdown,2,10,61
Housing Starts,2,2,14
How Chinese tariffs on U.S. imports will stand after February 14 cuts,2,12,69
"IHS Markit sees lower risk of global recession, while U.S. growth is expected to slow next year",2,17,95
IMO International Maritime Organization   Preparations intensify as 1 January 2020 global ...  IMO  economy  HTTPS_URL,2,20,132
Income tax payments by the top 0.001  have surpassed those by the bottom 50  HTTPS_URL,2,17,100
india confirms iPhone exports,2,4,29
India In Talks With Rosneft To Invest In Far East Russian Cluster,2,12,65
"India is planning to offer incentives to 324 companies, including Tesla, to set up factories there HTTPS_URL",2,17,122
India s October 1 November 15 sugar output down 64    industry body,2,15,67
India s Paytm raises $1 billion in fresh funding  economy  MarketScreener HTTPS_URL HTTPS_URL,2,15,121
Indonesia is preparing $40 billion for a railway network to rival Singapore s HTTPS_URL,2,14,101
Italy reported the lowest number of new coronavirus infections in nearly three weeks HTTPS_URL,2,14,108
Italy s Plans for a Minimum Wage Stay on Paper for Now,2,12,54
Italy s Sardines Rally in Backlash Against League s Salvini,2,10,59
Japan Approves Ship Dispatch for Middle East Intel Gathering,2,9,60
Jobs heatmap HTTPS_URL,2,3,36
JUST RELEASED  Inflation Expectations Remain Unchanged in January HTTPS_URL  SCE HTTPS_URL,2,13,118
Kenya needs to spend $10.2 billion over the next five years if it is to clear a backlog of required new roads and m  HTTPS_URL,2,26,140
"Korea Hits New Record of 300,000 Industrial Robots in Operation   IFR Reports",2,14,77
"Kudlow  no arbitrary deadlines in U.S. China trade talks, Dec 15 important HTTPS_URL HTTPS_URL",2,15,122
Labour sets out advanced world s harshest corporate tax regime HTTPS_URL,2,11,86
Large migration flows from  Venezuela are expected to place immediate pressures on fiscal spending and labor market  HTTPS_URL,2,20,140
LATEST  Top economic adviser Larry Kudlow says the Trump administration hasn t made a decision about re imposing st  HTTPS_URL,2,22,140
Live  PM Modi Says Have Kept Fiscal Deficit And Inflation In Check,2,13,66
Maharashtra Chief Minister Devendra Fadnavis Announces Rs 5.3 Lakh Crore Relief For Farmers,2,13,91
Malaysia to Publish Oil Palm Concession Maps in Traceability Bid,2,10,64
Mexico objects to labor enforcement provision in North American trade deal,2,11,74
Mexico Official Complains About 3 Way Trade Deal in Tweetstorm,2,10,62
Mexico will never accept  disguised  labor inspectors under USMCA  foreign minister,2,14,83
"Mild weather boosts U.S. job growth in January, but momentum slowing",2,11,68
"Mnuchin   If we don t get it done this year, it will be top of the list  next year, on infrastructure",2,24,101
Mnuchin   Our big focus right now is implementing phase one,2,12,60
Mnuchin  President is willing to cut tariffs but as part of phase 2,2,14,67
Mnuchin   The president is very focused on getting an agreement with the EU  on trade,2,18,85
New tariffs are set to go into place on December 15 that would affect a variety of consumer products such as Chines  HTTPS_URL,2,24,140
"No Date Set for U.S. China  Phase Two  Talks, Lighthizer Says",2,13,61
"No  phase two  U.S. China deal on the horizon, officials say   Reuters

HTTPS_URL",2,16,95
"No  phase two  U.S. China deal on the horizon, officials say  economy  MarketScreener HTTPS_URL HTTPS_URL",2,19,133
Norway hopes to cut carbon dioxide emissions by requiring airline suppliers to blend their aviation fuel with 0.5   HTTPS_URL,2,21,139
November Payrolls Preview  This May Actually Matter HTTPS_URL,2,9,75
OECS Organisation of Eastern Caribbean States   Music Talk held in Montserrat  OECS  economy  MarketScreener  HTTPS_URL,2,21,133
Poland has brought home about 100 tons of gold from the Bank of England in a bid to demonstrate the strength of its  HTTPS_URL,2,25,140
Productivity and Costs increase 1.4  in Q4,2,8,42
Putin Aide Tells Companies to Prepare for Harsh EU Carbon Tax,2,11,61
"Quite Convinced There Will Not Be a Phase Two Trade Deal, Says Matt Gold",2,14,72
"RECAP 12 10 TRUMPSAYS 
 It will be the best and most important trade deal ever made by the USA.

Live Breaking trad  HTTPS_URL",2,24,140
Record Gasoline Prices in Australian Cities Spark Boycott Call,2,9,62
Rural land reform upsets China s villagers HTTPS_URL,2,8,66
Scottish salmon producers say Brexit will cost them $11 million  economy  MarketScreener HTTPS_URL HTTPS_URL,2,16,136
Senate approves defense policy bill that includes Trump s Space Force,2,11,69
SGX Singapore Exchange   Metropolitan Area Employment and Unemployment  Monthly   SGX  Stock  MarketScreener  HTTPS_URL,2,20,133
South Africa Plans Duties on Poultry From U.S. And Brazil,2,10,57
South Africa s big supermarkets told to drop exclusivity clauses in mall leases  economy  MarketScreener  HTTPS_URL,2,19,129
South32   Rep. LaHood Statement on USMCA Agreement  South32  Stock  MarketScreener HTTPS_URL HTTPS_URL,2,17,130
"Swiss government is in favor of wholesale digital currency, but not retail",2,12,74
The Dutch government wants to shrink the nation s hog industry to improve air quality HTTPS_URL,2,16,109
The EU s trade chief warns that post Brexit Britain and the EU would struggle to reach a free trade agreement befor  HTTPS_URL,2,24,140
The January Survey of Consumer Expectations shows that both short  and medium term inflation expectations remained  HTTPS_URL,2,19,139
"The measure for the expected change in the cost of medical care reached a new series low at 5.7 percent, according  HTTPS_URL",2,23,139
The Recent Rebound In Monthly Employment  Contradictory Micro And Macro Indications. HTTPS_URL  business  markets  investing,2,19,138
The threat of a new transatlantic trade war over a tech tax is diminishing after 137 countries agreed to continue n  HTTPS_URL,2,22,140
The Trade Deal Will Intensify The U.S. China Rivalry,2,9,52
The U.S. and China are trying to agree on the amount of American agriculture products that Beijing is willing to pu  HTTPS_URL,2,23,140
The U.S. lifted sanctions against a unit of China s biggest shipping company that was accused of hauling Iranian cr... HTTPS_URL,2,21,142
This chart shows that the U.S. China trade war has dominated discussions since August. HTTPS_URL HTTPS_URL,2,16,134
"Trade talks with China have been  intense,  Larry Kudlow says.  This is a very important matter.   HTTPS_URL",2,22,122
"Trade War Update  Who Will Lose Patience First, China Or Trump?",2,12,63
Trump says he will soon release plan allowing states to import drugs from Canada HTTPS_URL,2,15,104
U.K. Regulator Keeps Energy Price Cap Stable,2,7,45
"U.K. Seeks Simpler Tariffs, U.S. Deal to Boost Post Brexit Trade",2,11,64
U.K. s Johnson to Spend 5 Billion Pounds on Bus Service Overhaul,2,12,64
"U.S Mortgage Rates Were on the Rise, with More Likely to Come",2,12,61
U.S. and China to link tariff relief with failed deal from May   Bloomberg,2,15,74
"U.S. breaks off defence cost talks, as South Korea balks at $5 billion demand",2,14,77
U.S. consumers increased their credit use at a much faster pace in February HTTPS_URL,2,14,99
U.S. GDP Rose By $850 Billion In 2019 As U.S. National Debt Surged By $1.2 Trillion. Debt To GDP Ratio Hit 108 .... HTTPS_URL,2,24,139
U.S. Regional Economic Predictions For 2020. HTTPS_URL  stocks  stockmarket  markets,2,13,98
U.S.  Section 232  auto decision on hold for possible U.S. EU trade deal  Kudlow,2,17,80
"U.S. China trade deal  totally done,  will expand U.S. exports  Lighthizer",2,14,74
UK seeks big tariff reductions in U.S. trade deal,2,9,49
Underlying Euro Area Price Pressures Are Gradually Recovering,2,8,61
Unemployment Rate Seen Holding at 3.5     Data Week Ahead  matprem  MarketScreener HTTPS_URL HTTPS_URL,2,17,130
UPDATE 1 Venezuela opposition cuts deal to delay possible Citgo seizure,2,11,71
US Economy in  Late Cycle  Phase? ETFs to Play,2,11,46
"US wants China trade deal but won t turn blind eye to Hong Kong, Trump national security advisor says HTTPS_URL",2,20,125
USCIB United States Council for International Bu   Urges Resolution to Impasse Over Appellate Body at WTO  USCIB  HTTPS_URL,2,22,137
USDA Chicago Terminal Grain   Feb 10  matprem  MarketScreener HTTPS_URL HTTPS_URL,2,14,109
USDA Supply Demand   World Wheat Feb 11  Stock  MarketScreener  HTTPS_URL HTTPS_URL,2,14,112
USDA United States Department of Agriculture   Secretary Perdue Statement on USMCA Agreement  USDA  economy  HTTPS_URL,2,20,132
USDA Weekly By Product Value Hog Report   Nov 22  matprem  MarketScreener HTTPS_URL HTTPS_URL,2,17,121
Used Vehicle Market Softens in October as Wholesale Volume Spikes,2,10,65
Wall Street bull Jim Paulsen sees the economy getting stronger but warns of coming pain,2,15,87
"Weekly Fuel Report December 17, 2019",2,6,36
"Weekly GDP Nowcast  HTTPS_URL     
Q4 2019 1.2  
Q1 2020 1.5",2,16,75
We ll see    U.S. Vice President on whether U.K. s 5G decision could hurt possible trade deal,2,20,94
Westwater Applauds Federal FY 2021 Budget Proposal for Uranium,2,9,62
What does Britain want from trade deal with United States?,2,10,58
What the January Jobs Report says about the economy,2,9,51
White House adviser  Xi told Trump that China will meet trade targets despite virus,2,15,83
Zambia Assures Mines of Power as Supply Deal Deadline Looms,2,10,59
Zimbabwe Corn Imports at 11 Year High as GM Ban Lifted,2,11,54
"Poland is taking heed of recent events in Hungary, where expectations of too much monetary loosening drove the fori  HTTPS_URL",2,21,140
Coronavirus fears could push mortgage rates past 4 year low HTTPS_URL,2,11,83
Mortgage rates rise slightly from three year lows    here s why low rates won t help home buyers very much HTTPS_URL,2,24,130
STOCK  TD Ameritrade Investor Movement Index  IMX hits seven year low in March HTTPS_URL,0,16,102
"STOCK500   The Bubble  Bigger, Fatter, Uglier. HTTPS_URL  stocks  stockmarket  finance",0,16,98
"STOCK  European Markets Update  DAX  0.3 , FTSE  0.2 , CAC  0.4  HTTPS_URL",0,19,89
"After a day of gains, US stocks lost steam into the close and finished the day lower. The Dow finished 0.1 , or 26  HTTPS_URL",0,26,139
Asian Markets Slip as Trump Threatens Higher Tariffs,0,8,52
Asian Shares Tumble as Trump Threatens Higher Tariffs,0,8,53
Australian Market Notably Lower   Nasdaq,0,7,40
Baltic Dry Index sheds 5,0,5,25
Bear Market Bounce Breaks Despite  Global Money Printing Orgy   HTTPS_URL,0,13,87
Bets on potential mining defaults surge on worsening sector outlook  AngloAmerican  Stock  MarketScreener  HTTPS_URL,0,18,130
Carbon Markets Fail to Win Backing at UN Climate Talks,0,10,54
Crypto Market Losing Hope,0,4,25
Dislocation In Credit Spreads Poses Risk For Market  Podcast,0,10,61
Dow briefly flips into negative territory as opening stock gains slip,0,11,69
Dow down over 500 points on fears about economic impact of deadly China coronavirus. HTTPS_URL HTTPS_URL,0,16,132
"Dow Drops 400 Points, Turns Red For 2020, Tests Critical Technical Level HTTPS_URL",0,13,96
"Dow futures down 30 points, or 0.1   S P 500 futures down 5 points, or 0.2",0,18,75
"Dow futures down 45 points, or 0.2   S P 500 futures lose 3 points, or 0.1",0,18,75
Dow futures pare gains as Home Depot s stock sinks 5  after third quarter earnings,0,16,82
Dow futures signal triple digit retreat from record heights ahead of jobs data,0,13,78
Dow industrials down 50 points as Tuesday morning s gains evaporate,0,11,67
Dow Jones Industrial Average retreats 63 points,0,7,47
Dow off 0.4   S P 500 slides 0.2  late morning Tuesday,0,14,54
"Dow opens about 13 points, less than 0.1 , lower",0,10,48
"Dow opens about 91 points, 0.3 , lower",0,8,38
Dow turns negative after exploring record heights at opening bell,0,10,65
"Dow turns negative, down 12 points, or less than 0.1",0,10,53
E mini NASDAQ 100 Index  NQ  Futures Technical Analysis   Trade Through 8216.25 Changes Trend to Down,0,20,101
European stocks decline amid weak data and coronavirus concerns,0,9,63
Final hour selloff costs stocks all their gains Tuesday as the Dow ends down 35 HTTPS_URL,0,16,103
Fixed Income Fund Flows Dominant Over Equities Amid Recession Threat HTTPS_URL,0,10,92
Futures back off after four day rally ahead of crucial jobs report,0,12,66
Futures dip from all time highs,0,6,31
Futures eke out gains after Fed holds rates steady,0,9,50
Global markets fall after new tariff threat,0,7,43
Global Markets  Asian shares mixed as doubts grow on elusive U.S. China trade deal,0,15,82
GLOBAL MARKETS Flare up of Sino U.S. tensions over Hong Kong knocks world shares off 22 month high,0,18,98
Global stocks stumble toward best week since June,0,8,49
Global stocks stutter at end of best week since June,0,10,52
Growth worries on coronavirus send stocks lower at end of best week since June,0,14,78
Health Care Down As Hopes For Rapid Coronavirus Cure Fade    Health Care Roundup  economy  MarketScreener  HTTPS_URL,0,22,130
Hong Kong stocks slip as whistle blower doctor dies of virus,0,11,60
Hopes Dim for Broad Deal on Global Carbon Market at UN Talks,0,12,60
IMX hits seven year low in March HTTPS_URL,0,8,56
"In the final hours of trading, the Dow gave up a 900 point rally and finished the day slightly negative. The S P 50  HTTPS_URL",0,26,140
Industrials Down As Investors Await Dire Economic Data    Industrials Roundup  economy  MarketScreener  HTTPS_URL,0,19,127
Japan Goes Into Reverse on Going Green,0,7,38
Major indexes in the red after hitting record highs,0,9,51
Major indexes in the red to end record breaking year,0,10,52
Markets trending lower despite positive jobs report,0,7,51
Markets Uncertain After Messy China U.S. Deal Rollout  Podcast,0,10,63
Mid Afternoon Market Update  Dow Tumbles More Than 500 Points  World Wrestling Entertainment Shares Plummet,0,17,107
Nasdaq Composite down 0.2,0,4,26
Nasdaq Composite retreats 0.5  at the start of trade,0,10,52
"Nasdaq down about 4 points, 0.1 , at open",0,9,41
"Nasdaq sheds 21 points, 0.2 , at the bell",0,9,41
"Nasdaq 100 futures down 2 points, or less than 0.1",0,10,51
"Nasdaq 100 futures retreat 15 points, or 0.2",0,8,45
One S P 500 sector could be in for trouble as this bond rally stretches on  Chart analyst HTTPS_URL,0,20,113
Overbought stock market pauses after this week s rally,0,9,54
Panic selling  briefly reached Friday morning as coronavirus sparks stock market tumble HTTPS_URL,0,14,112
Rally May Stall For Malaysia Stock Market   Nasdaq,0,10,50
"Real Selling Begins As CTAs Start Liquidating, Dealer Gamma Flips Negative HTTPS_URL",0,12,98
"Recent rally could be a  bear market trap,  says Miller Tabak strategist HTTPS_URL by user HTTPS_URL",0,18,136
Red Flags Emerge in U.S. Stocks With Insiders Rushing to Sell,0,11,61
S P 500 and Dow down 0.1,0,7,25
S P 500 and Down down 0.1,0,7,26
S P 500 down 0.2   Nasdaq Composite down 0.3,0,11,45
"S P 500 down by about 8 points, 0.2 , at the open",0,13,49
"S P 500 down fractionally, about 2 points, at close",0,10,51
S P 500 erases 2020 gains on concern the spread of the coronavirus will slam global economic growth... HTTPS_URL,0,19,126
S P 500 falls for first time this week as momentum seeps out   KPRC Click2Houston,0,17,81
"S P 500 headed for a 67  downturn? Seems  preposterous  now but so did similar pullbacks begun in 2000 and 2007, sa  HTTPS_URL",0,26,140
S P 500 joins Dow in negative territory after setting fresh intraday records in early trading,0,16,93
S P 500 opens fractionally lower,0,6,32
S P 500 Price Forecast   Stock Markets Confused By Trade Deal,0,13,61
"S P 500 turns negative, down less than a point, amid uncertainty over phase one trade deal",0,17,90
S P down 1.15  but TDEX still below 12. HTTPS_URL,0,11,63
"S P flat, Dow down after disappointing retail results",0,9,53
SPDR S P Retail ETF down 1.3  in premarket trading,0,11,50
"Sterling falls on new Brexit fears, stocks edge higher",0,9,54
"Stock Market 2020  Goldman presents a gloomy  unified government  scenario
HTTPS_URL by user HTTPS_URL",0,16,137
Stock market news live  Stocks sink despite blowout January jobs data,0,12,69
Stock Market Update  Financials sector turns negative amid lower yields,0,11,71
Stock Market Update  Futures point to lower open amid more trade noise  Target and Lowe s rise,0,19,94
Stock Market Update  Futures slip from record highs in front of January employment report,0,15,89
Stock Market Update  Global stocks give back gains,0,9,50
"Stock Market Update  Market pares gains, chipmakers stay strong",0,10,63
Stock Market Update  Semiconductor stocks underperform  ICE calls off eBay interest,0,13,83
"Stock Market Update  Stock market set to open lower, Target and Lowe s gain",0,15,75
Stock Market Update  Stock market slips to session lows,0,10,55
Stock Market Update  Stocks pull back at open despite encouraging employment data,0,13,81
Stock Market Update  Stocks See Muted Response To Confirmation Of US China Trade Progress,0,15,89
"Stock Market Update  Stocks set for lower open after strong week, jobs report tops expectations",0,16,95
"Stock index futures extend losses after jobless claims, producer price data",0,11,75
Stock index futures pare gains after report of China concerns over trade deal,0,13,77
Stock index futures turn lower,0,5,30
"Stocks are plummeting. Fortunately for you, user is here to break it all down  HTTPS_URL HTTPS_URL",0,17,132
"STOCKS AT THE CLOSE  
  Dow down down 0.09  
  Nasdaq down 0.11  
  S P down 0.07  HTTPS_URL",0,26,106
"STOCKS AT THE CLOSE 
  Dow down 0.15  
  Nasdaq down 0.33  
  S P down 0.18  HTTPS_URL",0,24,100
"STOCKS AT THE OPEN 
 Dow down 0.36 
 Nasdaq down 0.27  
 S P down 0.22  HTTPS_URL",0,20,95
Stocks close lower after trade creates choppy session HTTPS_URL by user HTTPS_URL,0,12,117
Stocks close mostly lower on earnings concerns,0,7,46
"Stocks face 50  odds of correction in 2020, Vanguard s Davis says",0,13,65
Stocks Finish Lower After Paring Losses on U.S. Mexico Canada Trade Pact  SP500  index  MarketScreener  HTTPS_URL,0,20,127
Stocks give up gains. Experts weigh in on the state of the market  via user  HTTPS_URL,0,18,110
"Stocks have given back most of their gains, and the Nasdaq has turned negative HTTPS_URL",0,15,102
"STOCKS NOW  
  Dow down 432.22 points 
  Nasdaq down 111.22 
  S P down 43.90 HTTPS_URL",0,21,101
Stocks open lower amid fears of trade impasse,0,8,45
Stocks open slightly lower as investors parse trade news,0,9,56
Stocks open slightly lower as investors remain uncertain on trade deal,0,11,70
Stocks poised to pause record run,0,6,33
Stocks retreat from records at the open after jobs report,0,10,57
Stocks squeeze out gains Friday as investors don t fully buy China trade deal,0,14,77
Stocks Suffer  Shocking  Down Week As Fed Balance Sheet Unexpectedly Shrinks HTTPS_URL,0,14,100
Stocks wobble in early trade  energy pulls back,0,9,47
"Stocks, Bonds,   Dollar Stumble As Traders Reach  Peak FOMO  HTTPS_URL",0,14,84
Tech Down As Traders Hedge On US China Deal Prospects    Tech Roundup  economy  MarketScreener  HTTPS_URL,0,21,119
"The  market is seeing strong  tax loss selling.
 Investors who focus on price action are worried.  HTTPS_URL",0,20,122
"The Dow closed 26 points lower today, or 0.1 , after it was up over 900 points earlier in the trading session",0,22,109
The Dow just gave up nearly all of its 940 point gain as stock market rally stumbles headed into the close HTTPS_URL,0,22,130
"The last time Chinese stocks performed this poorly, the country was in the middle of a massive market meltdown HTTPS_URL",0,19,134
The sky is falling as the entire cryptocurrency market crashes,0,10,62
Trade fears have produced yet another pop in the VIX index.  HTTPS_URL,0,13,84
U.S. equities pared gains after climbing to fresh records as investors digested the latest views from Federal Reser... HTTPS_URL,0,18,142
U.S. stock futures fall on worries over China trade talks,0,10,57
U.S. stock market opens lower after hotter than expected jobs report,0,11,68
U.S. stocks finish lower as trade deadline looms HTTPS_URL,0,9,72
"U.S. Stocks Give Back Gains, End Modestly Lower  SP500  index  MarketScreener HTTPS_URL HTTPS_URL",0,16,125
U.S. stocks open lower HTTPS_URL HTTPS_URL,0,6,70
U.S. Stocks Waver as Viral Outbreak Claims More Lives  SP500  index  MarketScreener HTTPS_URL HTTPS_URL,0,17,131
Utilities Down As Treasury Yields Rise    Utilities Roundup  economy  MarketScreener HTTPS_URL HTTPS_URL,0,17,132
Virus uncertainty weighs on global shares   NEWS.com.au,0,9,55
VIX Warns Of Imminent Market Correction,0,6,39
Volatility made its appearance today as the Dow gave up a 1000 point rally. The volatility sword cuts both ways.,0,20,112
Wall St. volatility raises fears of another selloff  Samp P500  economy  MarketScreener HTTPS_URL HTTPS_URL,0,17,135
Wall Street has slammed the brakes on one of 2019 s hottest stock market funds HTTPS_URL,0,16,102
Wall Street pulls back from record highs after four day rally,0,11,61
Wall Street slips as investors look for concrete details on trade deal,0,12,70
Wall Street slips from record highs after jobs report,0,9,53
Wall Street slips from record highs at open after jobs report,0,11,61
Wall Street Warnings Get Louder Now the Everything Rally Is Back,0,11,64
WATCH  Dow drops 500 points as worries grow about the economic impact of the coronavirus. HTTPS_URL,0,17,113
"Weekend Review, 11 24  Confirmed Uptrend

Both major indexes are down for the week, breaking 7 consecutive up weeks  HTTPS_URL",0,21,140
Why this bull market may have no teeth left,0,9,43
"With China Markets Set To Re Open, US Traders Are Ignoring Two  Blatantly Obvious  Issues HTTPS_URL",0,18,113
Cotton futures are trading at their lowest levels since 2010 as the virus forces clothing retailers to shut stores.  HTTPS_URL,0,21,140
"STOCK  Asian Markets Close  Nikkei  0.8 , Hang Seng  1.5 , Shanghai  0.7  HTTPS_URL",1,20,98
"STOCK  Asian Markets Close  Nikkei  2.0 , Hang Seng  2.1 , Shanghai  2.1  HTTPS_URL",1,20,98
"STOCK  European Markets Update  DAX  0.5 , FTSE  0.9 , CAC  0.4  HTTPS_URL",1,19,89
"STOCK  European Markets Update  DAX  4.1 , FTSE  3.8 , CAC  3.1  HTTPS_URL",1,19,89
STOCK  Overnight Summary    World markets rise following positive trade talk commentary over the weekend HTTPS_URL,1,19,129
A reason you don t panic with your 401 k  when stocks plunge  The Dow is up 13  from its low HTTPS_URL,1,25,116
Alex Gerko s XTX Markets more than doubled profits last year HTTPS_URL,1,12,84
"All major indexes finished the day in the green, as the number of new coronavirus cases in the U.S. appeared to slo  HTTPS_URL",1,24,140
All major stock indexes have hit record intraday highs on heels of Trump tweets,1,14,79
"And a big thanks to user on catching the market typo to end them all 

  Dow 654.01 points 
  Nasdaq up  HTTPS_URL",1,26,140
"Another day, another set of record highs. The S P 500 closed up 0.6  and the Nasdaq closed up 1 , both reaching all  HTTPS_URL",1,27,140
Another new Stock Market Record. Enjoy!,1,6,39
"Another week, another VIX record short. HTTPS_URL",1,7,63
"Asia shares bounce, hope for best on U.S. China trade  economy  MarketScreener HTTPS_URL HTTPS_URL",1,16,126
"Asia shares bounce, hope for best on U.S. China trade HTTPS_URL HTTPS_URL",1,12,101
Asian markets inch up ahead of U.S. jobs report HTTPS_URL,1,10,71
Asian Shares Jump as Hong Kong Pro Democracy Candidates Score Major Victory,1,12,75
Asian Shares Mostly Higher  Hang Seng Jumps on Stimulus Expectations,1,11,68
Asian shares rise as  phase one  trade deal fans confidence,1,12,59
Asian Shares Soar Amid Trade Optimism,1,6,37
Averages edges higher HTTPS_URL,1,4,45
Averages soar on hopes of pandemic may be peaking HTTPS_URL,1,10,73
Averages up more than 5  in afternoon action HTTPS_URL,1,10,68
"CEE MARKETS Forint regains ground before rate meeting, leads FX higher",1,11,70
China tariff cut buoys stocks as investors look beyond virus,1,10,60
China tariff cut set to power Wall Street to record highs,1,11,57
"CNBC TV18 Market Highlights  Sensex ends 163 points higher, Nifty holds 12,100  PSU bank index up 2.6    CNBCTV18",1,23,113
"Despite Back and Forth Trade News, Market Continues To Grind Higher",1,11,67
"Dow adds over 1,600 points as investors hope coronavirus cases have peaked HTTPS_URL",1,13,98
Dow and S P 500 open at records as China cuts tariffs,1,12,53
"Dow breaks through 28,000   Calamatta Cuschieri   MaltaToday",1,11,60
Dow breaks through 28000   Malta Independent Online,1,9,51
"Dow futures gain 129 points, or 0.4 , S P 500 rise 13 points, or 0.4",1,16,69
"Dow futures gain 57 points, or 0.2   S P 500 rises 4 points, or 0.1",1,17,68
"Dow futures up 73 points, or 0.3   S P 500 futures rise 8 points, or 0.2",1,18,73
"Dow Industrials climbs past 28,000 for first time   Chron",1,11,57
"Dow industrials end around 175 points higher, up 0.6",1,9,53
"Dow Industrials Surge About 1,600 Points at Start of Challenging Week  MarriottInternational  Stock  MarketScreener  HTTPS_URL",1,19,140
"Dow Industrials Surge More Than 1,000 Points at Start of Challenging Week  MarriottInternational  Stock  HTTPS_URL",1,18,128
Dow Rallies on Signs Coronavirus Pandemic Is Slowing Worldwide HTTPS_URL,1,10,86
"Dow surges 1,000 points  DOWJONES30  index  MarketScreener HTTPS_URL HTTPS_URL",1,12,106
Dow up 0.2   S P 500 rises 0.1,1,10,31
"Dow up 110 points, 0.4 , at open",1,8,32
"Dow up 121 points, or 0.4   S P 500 gains 11 points, or 0.4",1,16,60
"Dow up 25 points, or 0.1   Nasdaq up 22 points, or 0.3",1,14,55
"Dow, S P 500 futures both up around 0.2",1,9,40
"Dow, S P 500 turn positive",1,6,26
"EMERGING MARKETS Stocks, currencies edge up on hopes of U.S. China trade pact",1,13,77
European markets soar after Boris Johnson s victory,1,8,51
European shares edge higher amid US China trade worries,1,9,55
European stocks get boost from Fed dot plot as ECB decision awaits,1,12,66
European Stocks Jump to Record High,1,6,37
Financials Up On Signs Of Credit Market Stability    Financials Roundup  economy  MarketScreener  HTTPS_URL,1,19,121
"For the week, the S P rose 0.7 , the Dow is up 0.4 , and the Nasdaq gained 0.9",1,20,79
FTSE gains 2  after big Tory victory,1,8,36
Futures higher ahead of more Q3 results,1,7,39
Futures point to fresh records for U.S. stocks on Monday,1,10,56
Futures up HTTPS_URL,1,3,34
"Futures, Global Markets Soar For Second Day As Virus Fears Fade, Dollars Slides HTTPS_URL",1,14,103
Global Markets  Asian shares rise as  phase one  trade deal fans confidence,1,15,75
"Global shares gain, oil rises, but caution lingers on U.S. China deal",1,12,69
Global Stocks Gain as China Moves to Boost Intellectual Property Rights  index  MarketScreener  HTTPS_URL,1,17,119
"Goldman says political gridlock to propel stocks in 2020   United we fall, divided we rise  HTTPS_URL",1,19,115
